0.880000 0.000100  
0.920000 0.000100  
1.000000 0.000300  
1.080000 0.000500  
1.130000 0.000300  
1.170000 0.001000  
1.210000 0.000200  
1.250000 0.002400  
1.290000 0.001200  
1.330000 0.003100  
1.380000 0.002000  
1.420000 0.004700  
1.460000 0.002200  
1.500000 0.007000  
1.540000 0.005500  
1.580000 0.011400  
1.630000 0.006600  
1.670000 0.014800  
1.710000 0.007500  
1.750000 0.015500  
1.790000 0.010300  
1.830000 0.022300  
1.880000 0.009500  
1.920000 0.026300  
1.960000 0.008300  
2.000000 0.035800  
2.040000 0.008700  
2.080000 0.034000  
2.130000 0.007100  
2.170000 0.035500  
2.210000 0.005700  
2.250000 0.049700  
2.290000 0.003700  
2.330000 0.045300  
2.380000 0.002500  
2.420000 0.048000  
2.460000 0.003100  
2.500000 0.069100  
2.540000 0.000100  
2.580000 0.020200  
2.630000 0.000100  
2.670000 0.086700  
2.710000 0.000100  
2.750000 0.114000  
2.790000 0.000200  
2.830000 0.000400  
2.880000 0.000100  
2.920000 0.000200  
3.000000 0.266200  
3.170000 0.000100  
3.250000 0.000100  
3.420000 0.000100  
3.500000 0.000100  
